Line Name,Measurement Type,Time,Value,Units
Strain 97,b0180,0.0,2.1234844646216373e-05,FPKM
Strain 97,b2708,0.0,0.4183764998401797,FPKM
Strain 97,b3197,0.0,0.39806352719175686,FPKM
Strain 97,b1094,0.0,0.47339636751779285,FPKM
Strain 97,b2224,0.0,3.7083997082331734,FPKM
Strain 97,b3256,0.0,0.9304375711989511,FPKM
Strain 97,b2316,0.0,0.8207498552703302,FPKM
Strain 97,b3255,0.0,0.8678522583467934,FPKM
Strain 97,b0185,0.0,0.8166394162926408,FPKM
Strain 97,b1101,0.0,209.08709914012587,FPKM
Strain 97,b0180,1.0,2.3652105202829653e-05,FPKM
Strain 97,b2708,1.0,0.36203669871506733,FPKM
Strain 97,b3197,1.0,0.37051537281652486,FPKM
Strain 97,b1094,1.0,0.4219964781104044,FPKM
Strain 97,b2224,1.0,3.1465153195948137,FPKM
Strain 97,b3256,1.0,0.8323050430086275,FPKM
Strain 97,b2316,1.0,0.9265966158277108,FPKM
Strain 97,b3255,1.0,0.8061331791638531,FPKM
Strain 97,b0185,1.0,0.8948491769790122,FPKM
Strain 97,b1101,1.0,210.60206547829276,FPKM
Strain 97,b0180,2.0,2.5018502200495995e-05,FPKM
Strain 97,b2708,2.0,0.43085243588233113,FPKM
Strain 97,b3197,2.0,0.4125072338478989,FPKM
Strain 97,b1094,2.0,0.38175759016268096,FPKM
Strain 97,b2224,2.0,3.7998367269395232,FPKM
Strain 97,b3256,2.0,0.8618781489933519,FPKM
Strain 97,b2316,2.0,0.7632846675157177,FPKM
Strain 97,b3255,2.0,0.9299644813666841,FPKM
Strain 97,b0185,2.0,0.9209085203241971,FPKM
Strain 97,b1101,2.0,207.57931876465486,FPKM
Strain 97,b0180,3.0,2.2171483790653868e-05,FPKM
Strain 97,b2708,3.0,0.4291301690931789,FPKM
Strain 97,b3197,3.0,0.41644463291520806,FPKM
Strain 97,b1094,3.0,0.44731204953349996,FPKM
Strain 97,b2224,3.0,3.7281387402852353,FPKM
Strain 97,b3256,3.0,0.823428820548034,FPKM
Strain 97,b2316,3.0,0.9053839404042457,FPKM
Strain 97,b3255,3.0,0.841848981995411,FPKM
Strain 97,b0185,3.0,0.9350702022056028,FPKM
Strain 97,b1101,3.0,195.46160123192502,FPKM
Strain 97,b0180,4.0,2.504933680072206e-05,FPKM
Strain 97,b2708,4.0,0.42580497381358634,FPKM
Strain 97,b3197,4.0,0.44086669952772256,FPKM
Strain 97,b1094,4.0,0.44472342524039216,FPKM
Strain 97,b2224,4.0,4.075217669501115,FPKM
Strain 97,b3256,4.0,0.8579411813720345,FPKM
Strain 97,b2316,4.0,0.8336800185576845,FPKM
Strain 97,b3255,4.0,0.835640605806004,FPKM
Strain 97,b0185,4.0,0.8495342054144613,FPKM
Strain 97,b1101,4.0,209.3851012250272,FPKM
Strain 97,b0180,5.0,2.5329585173802424e-05,FPKM
Strain 97,b2708,5.0,0.43623197936923686,FPKM
Strain 97,b3197,5.0,0.41805590265843295,FPKM
Strain 97,b1094,5.0,0.45162589795658725,FPKM
Strain 97,b2224,5.0,3.7906011985295818,FPKM
Strain 97,b3256,5.0,0.9117336179980228,FPKM
Strain 97,b2316,5.0,0.8963409921811347,FPKM
Strain 97,b3255,5.0,0.8481068996564098,FPKM
Strain 97,b0185,5.0,0.8704274454042257,FPKM
Strain 97,b1101,5.0,209.9436093982569,FPKM
Strain 97,b0180,6.0,2.328539039666397e-05,FPKM
Strain 97,b2708,6.0,0.3903706018429401,FPKM
Strain 97,b3197,6.0,0.4278883314886165,FPKM
Strain 97,b1094,6.0,0.3737789894397795,FPKM
Strain 97,b2224,6.0,3.673055597595786,FPKM
Strain 97,b3256,6.0,0.8190755767403031,FPKM
Strain 97,b2316,6.0,0.8883428032911345,FPKM
Strain 97,b3255,6.0,0.8464659589907546,FPKM
Strain 97,b0185,6.0,0.8287527683706284,FPKM
Strain 97,b1101,6.0,217.67613983034497,FPKM
Strain 97,b0180,7.0,2.1471451180321722e-05,FPKM
Strain 97,b2708,7.0,0.35757141470070297,FPKM
Strain 97,b3197,7.0,0.4761367727792813,FPKM
Strain 97,b1094,7.0,0.42433649388066874,FPKM
Strain 97,b2224,7.0,3.8675913363410106,FPKM
Strain 97,b3256,7.0,0.7915586225253991,FPKM
Strain 97,b2316,7.0,0.9264025693934625,FPKM
Strain 97,b3255,7.0,0.869934684147248,FPKM
Strain 97,b0185,7.0,0.8470679593515066,FPKM
Strain 97,b1101,7.0,199.3964456707383,FPKM
Strain 97,b0180,8.0,2.303490730924306e-05,FPKM
Strain 97,b2708,8.0,0.4100278344325124,FPKM
Strain 97,b3197,8.0,0.45766807532307835,FPKM
Strain 97,b1094,8.0,0.4650329049113448,FPKM
Strain 97,b2224,8.0,3.5108071329709545,FPKM
Strain 97,b3256,8.0,0.9287734150260629,FPKM
Strain 97,b2316,8.0,0.9281816842961017,FPKM
Strain 97,b3255,8.0,0.8427472851264424,FPKM
Strain 97,b0185,8.0,0.8311653467587775,FPKM
Strain 97,b1101,8.0,197.12503014564544,FPKM
